Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
Dreame,Dreame V88,123,4.7,506,2713,69,No,No,No,Lidar,No,No,No,No,Yes,18,3.8,9.4,No,Yes,Yes,Yes,1043
Ecovacs,Ecovacs S57,200,5.8,441,4046,66,Yes,Yes,Yes,Infrared,No,No,No,Yes,No,20,5.3,8.4,Yes,Yes,Yes,Yes,407
Neato,Neato X75 Pro,94,2.8,479,5818,55,Yes,Yes,No,Lidar,No,No,No,No,Yes,6,4.6,7.5,No,No,No,No,1172
Proscenic,Proscenic S64 Max,154,4.0,575,3570,63,Yes,No,No,Camera,No,No,Yes,Yes,Yes,14,4.7,8.4,No,No,Yes,Yes,983
Eufy,Eufy X58 Max,102,3.8,517,1868,61,Yes,Yes,No,Lidar,Yes,No,Yes,Yes,No,20,4.9,10.7,No,No,Yes,No,993
Proscenic,Proscenic X7 Ultra,127,5.9,603,5284,64,Yes,No,No,Lidar,No,No,No,Yes,No,10,4.1,10.1,No,Yes,Yes,Yes,433
iRobot,iRobot S76 Max,87,3.3,661,3978,69,Yes,Yes,No,Lidar+Camera,Yes,No,No,No,Yes,6,5.5,8.5,No,Yes,Yes,Yes,718
Eufy,Eufy S51 Ultra,103,5.7,663,5006,70,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,No,Yes,No,14,3.1,9.6,No,No,No,No,651
Eufy,Eufy V21,166,3.5,544,3630,64,Yes,No,Yes,Lidar+Camera,Yes,Yes,No,No,Yes,10,4.2,8.4,No,Yes,No,No,1068
LG,LG R94 Ultra,95,4.6,573,5124,55,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,14,2.6,9.0,No,No,Yes,No,1193
Xiaomi,Xiaomi X52 Pro,154,2.7,484,1891,62,No,No,No,Camera,Yes,Yes,No,No,Yes,19,4.2,9.9,Yes,No,Yes,No,514
Roborock,Roborock R51 Ultra,136,4.3,482,2821,63,No,No,Yes,Infrared,No,Yes,Yes,No,No,14,5.0,7.7,No,Yes,Yes,Yes,630
Samsung,Samsung R79,143,3.7,572,3712,60,No,No,Yes,Camera,Yes,No,No,Yes,Yes,20,4.7,9.3,No,No,No,Yes,240
Roborock,Roborock X56 Max,197,4.3,579,3651,61,No,Yes,No,Lidar,Yes,Yes,Yes,No,No,14,4.1,8.6,Yes,Yes,No,No,280
Dreame,Dreame X17 Pro,64,3.3,696,1829,62,Yes,No,No,Lidar+Camera,Yes,No,Yes,No,Yes,9,4.0,9.7,No,Yes,Yes,Yes,289
Xiaomi,Xiaomi R58 Pro,128,3.1,409,2535,65,Yes,No,Yes,Infrared,No,No,No,No,Yes,14,5.1,10.5,Yes,No,Yes,Yes,921
Roborock,Roborock V16 Pro,135,5.0,545,2069,67,Yes,Yes,No,Lidar+Camera,No,No,Yes,Yes,Yes,9,4.5,9.7,Yes,Yes,No,Yes,852
iRobot,iRobot R63 Pro,82,5.4,650,1882,62,No,Yes,Yes,Lidar,No,Yes,No,Yes,No,16,2.5,10.9,No,Yes,No,Yes,407
Eufy,Eufy S83 Ultra,170,4.6,629,2431,60,No,No,Yes,Lidar+Camera,No,Yes,No,No,Yes,20,3.7,10.7,No,Yes,No,Yes,1200
Neato,Neato V35 Max,160,4.7,557,3396,64,Yes,No,Yes,Lidar,No,No,Yes,No,Yes,11,5.5,9.4,Yes,Yes,Yes,No,597
Ecovacs,Ecovacs V96 Max,87,5.4,491,2150,66,No,Yes,No,Lidar,No,Yes,Yes,Yes,No,7,4.1,9.3,No,No,Yes,No,1141
Proscenic,Proscenic X88,166,3.5,379,3453,68,No,Yes,No,Lidar,Yes,No,Yes,No,Yes,10,3.9,7.2,No,Yes,Yes,Yes,553
Ecovacs,Ecovacs R12 Pro,135,3.2,517,3539,65,Yes,Yes,Yes,Lidar,Yes,No,No,No,No,14,4.8,9.3,No,No,No,No,807
Eufy,Eufy S59 Ultra,135,4.1,623,3035,66,No,Yes,No,Infrared,No,No,No,No,Yes,20,5.4,8.9,No,No,No,No,975
LG,LG X28,162,4.6,450,3905,62,Yes,No,Yes,Lidar,Yes,Yes,Yes,Yes,No,13,3.4,10.6,Yes,No,Yes,Yes,648
LG,LG X45 Max,155,5.8,488,3430,62,Yes,No,Yes,Lidar+Camera,Yes,No,No,Yes,Yes,17,4.7,9.1,Yes,No,Yes,Yes,1085
Proscenic,Proscenic S39 Pro,159,5.7,633,3591,60,Yes,Yes,No,Infrared,Yes,No,Yes,No,No,13,3.5,7.3,Yes,No,No,No,386
Xiaomi,Xiaomi X85 Max,104,5.1,661,2093,56,Yes,Yes,No,Lidar,No,Yes,Yes,No,No,13,3.3,7.6,No,No,Yes,Yes,622
LG,LG R53 Max,135,3.5,432,4728,67,No,No,No,Lidar,No,Yes,Yes,No,No,17,2.9,10.7,No,Yes,Yes,No,383
Xiaomi,Xiaomi X54 Max,60,5.8,684,4086,60,Yes,Yes,Yes,Lidar,Yes,No,No,No,Yes,9,3.1,9.4,Yes,Yes,Yes,Yes,1073
Neato,Neato S5,189,4.6,608,2504,67,No,No,No,Infrared,No,Yes,No,Yes,No,6,5.1,8.4,No,No,Yes,Yes,660
iRobot,iRobot R73 Ultra,162,4.1,451,2270,69,Yes,Yes,Yes,Lidar+Camera,No,No,Yes,No,Yes,15,2.5,9.7,No,Yes,No,No,382
iRobot,iRobot S69,166,5.4,667,3364,60,Yes,No,No,Lidar+Camera,No,Yes,Yes,Yes,Yes,7,5.0,10.8,No,Yes,Yes,No,1021
LG,LG S18,164,4.7,543,3998,59,No,Yes,Yes,Lidar+Camera,Yes,Yes,No,Yes,No,13,3.2,10.4,No,No,No,Yes,951
Roborock,Roborock X10,100,4.9,662,3115,65,No,No,Yes,Infrared,No,Yes,No,No,No,12,3.0,8.5,Yes,Yes,No,No,845
iRobot,iRobot V85,157,5.4,659,2515,63,No,Yes,Yes,Lidar,Yes,Yes,No,Yes,No,16,4.7,7.0,Yes,No,Yes,No,712
Roborock,Roborock S29 Pro,64,4.6,622,4881,68,No,Yes,Yes,Camera,Yes,No,Yes,No,No,9,4.4,8.9,No,Yes,Yes,No,392
LG,LG S9 Max,107,3.3,490,5526,59,No,No,Yes,Camera,Yes,No,Yes,Yes,Yes,10,3.3,10.4,Yes,Yes,Yes,Yes,310
Xiaomi,Xiaomi V83 Max,146,3.7,374,4388,56,No,No,No,Infrared,Yes,Yes,No,Yes,Yes,15,4.9,10.8,No,No,Yes,Yes,710
Ecovacs,Ecovacs X64 Pro,177,2.9,512,2696,57,Yes,Yes,Yes,Lidar,No,Yes,No,Yes,Yes,14,4.1,7.9,Yes,No,No,Yes,677
Roborock,Roborock R50 Pro,171,5.2,559,2440,70,Yes,Yes,Yes,Lidar,No,Yes,No,No,Yes,14,4.6,8.7,No,Yes,No,No,593
Samsung,Samsung X58 Max,168,3.1,643,2962,57,Yes,Yes,Yes,Lidar,Yes,No,No,Yes,Yes,9,4.4,8.9,Yes,No,No,No,779
Samsung,Samsung S29 Max,162,5.0,447,3227,59,No,No,No,Lidar+Camera,Yes,Yes,No,No,Yes,17,4.9,8.2,Yes,No,No,No,882
LG,LG V87 Max,181,5.2,602,2196,56,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,6,3.1,10.2,Yes,Yes,Yes,No,1117
iRobot,iRobot X92,121,5.5,362,3096,69,No,Yes,Yes,Lidar,Yes,Yes,Yes,No,Yes,17,3.8,9.7,Yes,Yes,No,No,719
Ecovacs,Ecovacs R99 Pro,136,4.9,642,3296,67,Yes,No,Yes,Lidar,Yes,No,Yes,Yes,Yes,7,4.7,10.5,Yes,No,No,No,824
Ecovacs,Ecovacs X55 Ultra,200,3.2,473,5529,70,No,Yes,No,Lidar,No,No,No,No,Yes,20,4.5,10.9,No,No,Yes,No,1141
Neato,Neato R29 Ultra,194,5.1,656,3016,69,No,Yes,Yes,Lidar,Yes,Yes,Yes,No,No,18,2.6,7.2,No,Yes,No,Yes,552
Samsung,Samsung V81 Ultra,100,5.3,684,1936,67,No,No,Yes,Lidar+Camera,Yes,Yes,No,Yes,No,14,5.5,9.5,No,Yes,Yes,Yes,323
Dreame,Dreame V18 Ultra,135,5.9,358,4703,56,Yes,No,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,16,2.6,9.5,Yes,Yes,No,Yes,1115
Ecovacs,Ecovacs X89 Max,185,2.8,361,4792,63,No,Yes,No,Camera,No,Yes,No,Yes,Yes,6,3.2,10.7,No,Yes,Yes,No,1133
Eufy,Eufy X30 Ultra,92,4.0,424,3056,56,No,Yes,Yes,Lidar+Camera,No,Yes,No,No,No,11,4.9,10.1,No,Yes,Yes,No,547
Proscenic,Proscenic V59 Pro,136,3.4,370,2082,66,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,12,4.6,8.5,Yes,Yes,Yes,No,999
iRobot,iRobot X97 Pro,104,5.6,442,4194,61,No,Yes,No,Infrared,Yes,No,Yes,Yes,Yes,11,3.1,7.4,Yes,Yes,Yes,No,483
Xiaomi,Xiaomi R60,108,4.4,424,3072,58,Yes,Yes,No,Lidar+Camera,No,Yes,Yes,No,Yes,15,5.1,8.4,Yes,Yes,Yes,No,872
LG,LG S90 Pro,149,4.7,529,2644,69,No,Yes,Yes,Camera,Yes,No,Yes,Yes,No,16,3.8,9.7,No,No,No,No,378
Ecovacs,Ecovacs X43,175,4.2,671,2569,70,No,No,No,Infrared,No,No,No,Yes,Yes,12,3.4,9.7,Yes,No,Yes,Yes,954
Xiaomi,Xiaomi R89 Ultra,147,3.3,611,1589,61,Yes,No,No,Lidar,Yes,No,No,No,Yes,18,4.5,7.0,Yes,Yes,Yes,Yes,562
Neato,Neato X87 Ultra,179,4.0,563,3026,68,Yes,No,No,Infrared,No,No,Yes,No,Yes,19,5.0,10.7,No,Yes,Yes,No,820
Proscenic,Proscenic V16 Pro,87,3.0,597,3577,57,No,No,Yes,Infrared,Yes,Yes,Yes,Yes,Yes,20,3.8,8.7,No,Yes,Yes,No,241
Roborock,Roborock S58 Ultra,115,4.6,436,2082,56,Yes,Yes,No,Infrared,Yes,No,No,No,No,7,5.4,7.2,Yes,Yes,No,No,533
Eufy,Eufy V98 Max,89,5.5,476,5337,56,No,No,Yes,Lidar+Camera,No,Yes,Yes,Yes,No,13,3.0,8.8,No,No,No,No,1163
LG,LG V30 Pro,190,2.9,358,4887,59,No,No,No,Camera,Yes,Yes,No,No,No,19,5.2,8.0,Yes,No,No,Yes,851
Eufy,Eufy R48,157,3.5,502,3691,64,No,No,No,Lidar+Camera,No,Yes,No,No,Yes,16,3.1,9.8,Yes,No,No,Yes,596
Proscenic,Proscenic V35 Max,136,4.6,626,3615,69,Yes,Yes,No,Lidar+Camera,No,Yes,Yes,Yes,Yes,17,4.6,7.9,Yes,Yes,No,No,940
LG,LG V23 Max,153,5.4,683,1584,55,No,No,Yes,Camera,Yes,Yes,No,Yes,No,9,5.4,10.5,No,No,No,Yes,487
LG,LG V82,187,5.0,569,4152,57,No,No,No,Camera,Yes,Yes,No,No,Yes,8,4.0,8.1,No,No,Yes,No,494
iRobot,iRobot V70,169,3.6,471,1856,61,Yes,Yes,Yes,Infrared,Yes,No,No,No,Yes,19,3.6,9.9,No,Yes,Yes,Yes,229
Proscenic,Proscenic R48,68,4.3,500,4558,58,Yes,Yes,No,Infrared,No,Yes,No,Yes,No,20,5.2,7.9,No,Yes,No,Yes,905
Proscenic,Proscenic V91 Ultra,169,4.8,634,2638,65,No,Yes,No,Infrared,No,No,Yes,No,No,16,5.5,8.0,No,Yes,No,No,177
Ecovacs,Ecovacs V21 Pro,134,3.5,583,2068,56,No,No,No,Infrared,No,Yes,Yes,Yes,Yes,16,3.0,10.2,No,Yes,Yes,Yes,1176
iRobot,iRobot X9,187,5.9,561,4753,70,No,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,Yes,11,5.3,8.6,No,No,No,Yes,906
Proscenic,Proscenic S89 Pro,77,4.4,447,2106,70,No,No,No,Lidar+Camera,No,No,Yes,No,No,12,5.1,8.4,No,Yes,Yes,No,1040
Samsung,Samsung S90 Pro,130,3.3,635,2747,55,Yes,No,Yes,Camera,No,No,No,Yes,Yes,13,3.8,9.4,No,No,Yes,No,1064
Samsung,Samsung S45,142,3.1,546,3148,55,No,Yes,No,Camera,No,Yes,Yes,No,No,12,3.3,9.6,Yes,Yes,No,No,495
Xiaomi,Xiaomi X37 Max,140,5.1,431,3802,68,Yes,No,Yes,Lidar,Yes,Yes,No,Yes,No,13,3.7,7.3,Yes,No,Yes,No,561
LG,LG X17 Ultra,73,5.4,440,5713,57,No,No,No,Lidar,Yes,Yes,Yes,No,Yes,13,2.7,7.3,Yes,No,No,Yes,614
Xiaomi,Xiaomi R63 Pro,152,3.9,364,1747,56,No,No,No,Lidar+Camera,No,Yes,Yes,Yes,Yes,10,5.0,8.8,No,No,No,Yes,846
LG,LG X79,75,3.9,435,5556,59,No,No,No,Camera,No,No,Yes,No,Yes,14,3.0,7.4,Yes,Yes,Yes,Yes,778
LG,LG S89 Pro,196,5.4,550,2610,59,No,No,No,Lidar+Camera,Yes,Yes,No,No,Yes,8,4.3,8.6,No,No,No,No,668
iRobot,iRobot R49 Pro,88,5.3,567,4177,61,Yes,No,Yes,Lidar,Yes,Yes,Yes,No,Yes,12,5.4,9.2,Yes,Yes,No,No,595
Roborock,Roborock R96 Ultra,87,3.9,693,2028,67,No,Yes,No,Infrared,Yes,Yes,Yes,Yes,Yes,18,4.9,7.3,No,No,Yes,No,792
Proscenic,Proscenic V82 Ultra,61,4.9,506,3378,67,Yes,Yes,Yes,Camera,No,No,No,No,No,11,2.9,9.5,No,No,Yes,Yes,301
Samsung,Samsung V64 Ultra,188,6.0,406,3021,55,No,Yes,No,Lidar+Camera,No,Yes,No,Yes,Yes,8,5.5,9.5,No,No,Yes,No,671
LG,LG R24 Ultra,161,5.8,671,3544,69,Yes,No,No,Lidar,No,No,Yes,No,Yes,10,3.9,7.3,No,No,No,No,267
Neato,Neato V26 Ultra,197,4.8,644,4230,58,Yes,Yes,No,Lidar+Camera,No,Yes,No,Yes,Yes,16,2.6,9.8,Yes,No,No,No,318
iRobot,iRobot X69 Max,171,5.5,489,1793,61,No,Yes,Yes,Infrared,No,No,No,Yes,Yes,20,4.6,9.6,Yes,No,Yes,Yes,1051
Neato,Neato V10 Ultra,131,4.0,394,1969,56,No,No,No,Infrared,No,Yes,Yes,No,No,16,4.6,8.7,No,No,No,No,1022
Proscenic,Proscenic S46,106,4.9,369,5864,66,No,No,No,Infrared,Yes,No,Yes,No,Yes,18,5.3,8.1,No,Yes,No,No,179
Roborock,Roborock X65 Ultra,134,5.1,677,4082,61,No,Yes,Yes,Lidar,Yes,No,No,Yes,Yes,10,4.3,10.6,No,No,Yes,Yes,424
Proscenic,Proscenic X42 Ultra,197,5.8,388,4312,61,No,Yes,Yes,Camera,No,No,No,No,No,17,2.6,8.3,No,Yes,Yes,No,811
Proscenic,Proscenic R64 Pro,150,4.5,416,4281,70,No,No,No,Infrared,No,No,No,No,No,6,4.4,10.5,Yes,No,Yes,Yes,1181
Ecovacs,Ecovacs S90,123,4.9,595,5525,65,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,No,19,5.4,8.3,Yes,No,Yes,Yes,742
Ecovacs,Ecovacs V70,104,5.1,653,3559,55,Yes,No,No,Infrared,Yes,No,Yes,No,No,16,3.0,9.4,No,No,No,No,555
Ecovacs,Ecovacs X52 Pro,198,5.2,500,2696,57,Yes,Yes,Yes,Infrared,Yes,No,Yes,No,Yes,8,3.9,9.1,No,Yes,No,Yes,334
Samsung,Samsung X78 Ultra,141,3.9,589,4578,59,Yes,Yes,No,Lidar,No,No,No,Yes,No,19,3.2,10.6,No,No,No,No,298
Proscenic,Proscenic R29 Max,172,4.6,552,5714,64,Yes,Yes,No,Camera,No,No,No,Yes,No,7,5.0,8.8,Yes,No,No,Yes,258
LG,LG S8 Max,109,5.7,693,4164,59,No,Yes,Yes,Camera,Yes,No,No,No,No,6,5.4,7.9,No,No,Yes,Yes,785
iRobot,iRobot S24,81,5.1,554,4195,60,Yes,No,No,Lidar+Camera,No,No,Yes,No,Yes,19,4.0,7.2,Yes,No,Yes,Yes,754
Dreame,Dreame S73 Pro,158,3.1,354,4154,67,Yes,No,No,Lidar+Camera,No,No,Yes,No,Yes,15,5.1,8.8,No,Yes,Yes,Yes,886
Proscenic,Proscenic V71,112,3.8,572,4123,59,No,Yes,No,Camera,No,No,Yes,No,Yes,12,3.1,10.6,No,Yes,Yes,No,964
Xiaomi,Xiaomi R9 Ultra,72,5.4,626,4066,67,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,8,2.8,7.9,Yes,Yes,No,Yes,503
Proscenic,Proscenic R10 Pro,164,4.2,472,3303,58,Yes,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,17,3.1,8.3,Yes,No,Yes,Yes,934
Eufy,Eufy R10,67,3.2,614,4037,62,Yes,Yes,Yes,Infrared,Yes,No,Yes,No,No,9,3.6,9.1,No,Yes,No,No,781
Eufy,Eufy V73 Ultra,200,5.2,520,2577,68,Yes,Yes,Yes,Infrared,No,Yes,No,Yes,No,20,3.5,7.9,Yes,Yes,No,Yes,150
Roborock,Roborock V31 Pro,89,4.0,523,4657,64,No,Yes,No,Lidar+Camera,No,Yes,No,No,Yes,12,5.1,8.7,Yes,Yes,Yes,Yes,567
Samsung,Samsung R53 Max,125,4.7,359,4764,56,No,Yes,No,Lidar,Yes,No,Yes,Yes,No,17,3.3,7.1,No,Yes,Yes,Yes,871
Samsung,Samsung V96,101,5.8,614,3108,68,Yes,Yes,Yes,Camera,No,Yes,Yes,Yes,No,8,3.7,10.0,No,No,Yes,Yes,396
Proscenic,Proscenic S87 Pro,81,5.2,628,5371,68,Yes,Yes,No,Lidar,No,No,No,No,No,10,2.6,7.4,Yes,No,Yes,Yes,1094
Ecovacs,Ecovacs S40 Ultra,165,3.7,391,1870,55,Yes,Yes,No,Infrared,No,Yes,No,No,Yes,14,5.3,9.9,No,No,Yes,No,1132
Roborock,Roborock V40 Max,64,4.9,434,5592,70,No,No,No,Lidar+Camera,No,Yes,Yes,No,Yes,18,2.5,10.7,No,No,Yes,No,1044
LG,LG V44,74,3.9,452,4792,58,Yes,No,No,Camera,Yes,No,No,No,Yes,20,5.2,8.0,No,No,No,Yes,334
Ecovacs,Ecovacs S88,189,3.5,367,5307,57,Yes,Yes,Yes,Lidar,No,Yes,No,Yes,Yes,14,4.6,10.0,No,Yes,No,Yes,960
Proscenic,Proscenic X94 Ultra,86,2.7,550,5954,58,No,Yes,No,Lidar,No,Yes,Yes,No,No,20,3.1,7.9,No,Yes,No,No,777
iRobot,iRobot V65 Pro,166,3.5,647,4018,65,No,No,Yes,Lidar,Yes,No,No,No,No,20,5.2,9.9,Yes,Yes,No,No,282
Xiaomi,Xiaomi X77,145,5.4,537,4035,59,Yes,Yes,Yes,Camera,Yes,Yes,Yes,No,Yes,8,4.0,7.4,No,No,Yes,No,474
iRobot,iRobot R92,93,3.3,388,3452,68,Yes,Yes,No,Camera,Yes,No,Yes,No,Yes,13,3.7,7.9,Yes,Yes,Yes,No,500
Ecovacs,Ecovacs S90,184,5.5,382,1879,69,No,Yes,Yes,Lidar+Camera,No,Yes,No,No,No,18,5.3,7.8,Yes,No,No,No,395
Roborock,Roborock V58 Max,102,4.3,577,2534,58,No,Yes,No,Infrared,No,Yes,No,No,No,20,4.8,7.7,No,No,Yes,Yes,881
Samsung,Samsung S28 Max,181,2.9,534,2720,61,Yes,No,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,10,5.3,10.0,No,No,No,Yes,1109
Ecovacs,Ecovacs S53 Pro,136,2.8,614,5266,63,Yes,Yes,No,Camera,Yes,No,Yes,No,No,17,2.8,9.2,Yes,No,No,Yes,976
Eufy,Eufy R14 Max,80,3.6,455,2755,70,No,No,No,Infrared,No,No,Yes,No,No,9,3.5,8.7,Yes,No,Yes,Yes,1080
Dreame,Dreame S91,138,5.4,556,1856,57,No,Yes,Yes,Camera,Yes,Yes,No,No,No,13,5.4,9.7,No,No,Yes,No,455
iRobot,iRobot X38 Max,105,5.5,615,1601,67,No,No,Yes,Lidar,No,Yes,Yes,No,Yes,13,5.2,8.9,Yes,Yes,No,Yes,523
LG,LG S38,72,4.8,555,5677,60,Yes,No,No,Lidar,No,No,Yes,No,Yes,9,5.4,10.1,No,No,Yes,Yes,532
LG,LG R73 Max,115,3.6,595,2343,66,Yes,No,Yes,Lidar,No,Yes,No,No,Yes,17,4.5,8.0,Yes,No,No,Yes,443
Neato,Neato S41 Pro,154,5.4,673,5151,57,No,No,No,Camera,No,Yes,Yes,No,No,17,3.1,7.7,No,Yes,Yes,Yes,682
Roborock,Roborock X52 Pro,88,4.3,617,3551,57,Yes,Yes,Yes,Infrared,No,Yes,No,No,Yes,13,3.4,9.1,No,No,No,No,993
Samsung,Samsung X90 Max,200,3.4,573,5712,63,No,Yes,No,Infrared,No,Yes,Yes,Yes,No,16,4.6,7.8,Yes,Yes,Yes,No,260
Proscenic,Proscenic R96 Ultra,62,4.9,449,3560,56,No,No,Yes,Lidar,No,No,No,No,No,11,4.7,7.7,No,No,Yes,Yes,1041
Ecovacs,Ecovacs S72 Pro,150,4.5,618,4100,68,Yes,No,Yes,Infrared,No,No,Yes,No,Yes,11,5.0,9.3,No,No,Yes,Yes,702
Eufy,Eufy X27 Max,84,5.1,377,2755,61,No,Yes,Yes,Lidar,Yes,No,Yes,No,No,6,2.9,8.3,No,No,Yes,Yes,1006
iRobot,iRobot S7 Max,90,3.0,447,5686,66,No,No,Yes,Lidar+Camera,No,Yes,No,No,No,19,4.5,8.7,Yes,No,No,Yes,911
Ecovacs,Ecovacs V9,130,2.8,493,2324,63,No,No,Yes,Infrared,Yes,No,Yes,No,Yes,6,2.6,9.8,No,No,Yes,No,977
Roborock,Roborock X86 Pro,123,4.4,667,5714,56,Yes,Yes,Yes,Lidar+Camera,No,Yes,No,No,Yes,12,4.3,7.5,No,No,No,No,352
Samsung,Samsung S51 Ultra,105,4.6,584,3205,64,Yes,Yes,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,18,3.2,7.7,Yes,No,Yes,Yes,1031
Ecovacs,Ecovacs R31 Pro,154,4.2,554,1525,67,No,Yes,No,Camera,No,No,No,Yes,Yes,9,2.6,8.8,No,No,No,Yes,982
Ecovacs,Ecovacs S58,96,2.9,457,1669,67,No,Yes,Yes,Infrared,No,Yes,No,No,Yes,12,4.7,10.7,No,Yes,No,Yes,1166
Ecovacs,Ecovacs V13,127,5.3,485,4211,60,Yes,No,No,Camera,Yes,No,Yes,Yes,No,8,3.8,8.8,No,Yes,No,No,248
iRobot,iRobot R57 Ultra,125,4.4,381,2222,70,Yes,No,No,Infrared,No,No,Yes,Yes,Yes,12,3.7,8.8,Yes,No,Yes,Yes,579
Xiaomi,Xiaomi V53 Max,100,4.3,603,2970,59,Yes,No,No,Lidar,Yes,No,No,Yes,No,14,3.8,8.5,No,No,Yes,Yes,972
Samsung,Samsung V25 Pro,140,5.4,446,3333,63,Yes,No,No,Infrared,No,No,No,Yes,Yes,20,5.3,7.8,No,Yes,Yes,Yes,814
Proscenic,Proscenic V64 Ultra,115,5.6,495,5813,58,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,No,8,5.3,10.3,Yes,No,No,Yes,582
iRobot,iRobot S77 Max,94,5.6,531,1726,64,Yes,No,No,Lidar+Camera,No,Yes,Yes,No,No,19,4.6,10.7,Yes,No,No,No,294
Samsung,Samsung X50 Max,60,5.0,501,5748,60,No,No,No,Camera,Yes,Yes,No,Yes,Yes,20,5.0,10.2,Yes,No,Yes,No,522
Ecovacs,Ecovacs X50,88,3.6,512,4645,56,Yes,Yes,No,Camera,Yes,Yes,Yes,Yes,Yes,9,4.5,9.5,Yes,No,No,No,986
Dreame,Dreame R22 Pro,185,2.6,616,5776,59,Yes,No,Yes,Infrared,Yes,Yes,No,Yes,Yes,12,3.9,8.0,No,Yes,No,Yes,1065
iRobot,iRobot S44 Ultra,193,3.8,464,5077,70,No,No,No,Camera,No,Yes,No,No,Yes,20,3.3,10.2,No,No,No,No,1143
Roborock,Roborock V19 Ultra,152,3.6,518,4793,68,Yes,No,No,Lidar+Camera,No,No,Yes,No,Yes,20,3.8,9.9,No,Yes,Yes,No,605
iRobot,iRobot X54 Max,172,5.5,505,5450,56,Yes,Yes,Yes,Camera,Yes,No,Yes,Yes,No,19,3.2,8.1,No,Yes,Yes,Yes,890
Samsung,Samsung V97,149,3.5,387,2546,61,Yes,Yes,Yes,Lidar,Yes,No,No,Yes,No,15,3.5,9.9,Yes,Yes,Yes,Yes,479
Samsung,Samsung V12 Pro,61,5.3,392,3996,68,Yes,No,No,Infrared,Yes,No,No,No,No,8,3.2,8.9,No,Yes,No,No,580
iRobot,iRobot S28 Ultra,61,4.4,547,3813,59,Yes,No,Yes,Camera,No,No,Yes,No,No,15,3.4,8.6,Yes,No,No,Yes,568
Dreame,Dreame X25 Pro,190,4.3,526,2154,59,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,Yes,No,9,4.5,7.3,Yes,No,Yes,No,175
Proscenic,Proscenic R80,193,5.5,585,2976,69,No,Yes,No,Lidar+Camera,No,No,No,Yes,No,7,2.9,9.1,No,No,No,No,1114
iRobot,iRobot V97 Pro,164,3.1,662,1993,57,No,No,No,Camera,No,No,No,No,No,15,3.0,9.4,Yes,No,Yes,Yes,718
iRobot,iRobot S33 Max,193,5.5,559,2249,57,Yes,Yes,No,Infrared,No,Yes,Yes,No,No,12,3.4,8.8,Yes,No,Yes,Yes,743
Dreame,Dreame S32 Max,85,3.7,475,1817,66,Yes,Yes,Yes,Lidar+Camera,Yes,No,Yes,Yes,No,19,4.4,9.2,Yes,No,Yes,No,855
Proscenic,Proscenic X58 Pro,117,4.6,598,3541,64,Yes,No,No,Camera,Yes,No,Yes,No,Yes,18,4.1,7.1,Yes,Yes,No,Yes,151
Xiaomi,Xiaomi X91,76,2.6,515,5773,67,Yes,No,No,Camera,Yes,No,No,Yes,No,19,5.0,7.3,Yes,No,No,Yes,467
Xiaomi,Xiaomi S39 Pro,136,2.8,615,3511,59,Yes,No,Yes,Lidar+Camera,No,No,No,No,No,19,4.0,9.3,No,No,No,No,674
Eufy,Eufy S69 Max,74,2.5,469,5447,64,No,Yes,Yes,Camera,No,Yes,No,No,No,14,3.3,10.9,No,No,Yes,No,529
Eufy,Eufy S13 Pro,168,4.8,437,3261,68,Yes,Yes,No,Lidar+Camera,No,Yes,No,No,Yes,17,3.2,8.1,No,Yes,Yes,Yes,1033
iRobot,iRobot V58 Max,196,4.4,368,2000,62,Yes,No,No,Lidar,Yes,Yes,Yes,Yes,Yes,12,5.2,7.2,Yes,Yes,Yes,Yes,160
Eufy,Eufy R19 Pro,152,2.6,408,5503,55,No,Yes,Yes,Camera,Yes,No,No,Yes,No,8,4.4,8.3,No,No,No,No,512
Xiaomi,Xiaomi V58 Max,118,5.1,428,3469,65,No,No,No,Lidar+Camera,No,No,Yes,Yes,Yes,12,3.9,8.2,Yes,No,Yes,Yes,603
Dreame,Dreame R72 Ultra,102,2.5,537,3608,62,No,Yes,No,Camera,Yes,No,Yes,Yes,Yes,13,3.1,9.9,No,Yes,Yes,No,665
